,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Chipinge,16,ZW,1572137637,41,-20.19,32.62,72.97,4.74
376,Deputatskiy,100,RU,1572137638,93,69.3,139.9,5.83,2.44
377,Karratha,0,AU,1572137639,47,-20.74,116.85,80.89,9.04
378,Ribeira Grande,91,PT,1572137640,88,38.52,-28.7,62.29,19.91
379,Comodoro Rivadavia,71,AR,1572137641,43,-45.87,-67.48,60.8,14.99
380,San Cristobal,79,HN,1572137643,87,14.68,-86.92,69.08,3.18
381,Jangaon,73,IN,1572137644,94,17.72,79.16,71.17,3.96
382,Savinka,12,RU,1572137645,53,50.08,47.1,50.85,9.78
383,Port Macquarie,0,AU,1572137646,28,-31.43,152.91,75.99,6.93
384,Dubai,0,AE,1572137647,54,25.27,55.3,82.4,8.05
385,Kontagora,100,NG,1572137648,86,10.4,5.47,72.5,3.09
386,Safford,1,US,1572137650,10,32.83,-109.71,75.2,3.65
387,Kolyvan,90,RU,1572137651,93,55.31,82.74,35.6,13.42
388,Montrose,46,GB,1572137652,70,56.71,-2.47,44.6,19.46
389,Vostok,15,RU,1572137653,71,46.45,135.83,28.29,5.26
390,Doha,0,QA,1572137654,70,25.29,51.53,86.0,5.82
391,Miranda,34,BR,1572137655,39,-20.24,-56.38,87.04,4.47
392,Lanxi,100,CN,1572137657,95,29.21,119.46,56.7,1.74
393,Olden,72,NO,1572137658,88,61.84,6.81,41.0,5.7
394,Sistranda,20,NO,1572137659,86,63.73,8.83,43.0,8.05
395,Bratsk,40,RU,1572137660,92,56.15,101.63,15.8,6.71
396,Lethem,99,GY,1572137661,48,3.38,-59.8,89.02,3.53
397,Rio Verde de Mato Grosso,12,BR,1572137662,39,-18.92,-54.84,85.84,3.36
398,Ponta Delgada,20,PT,1572137663,88,37.73,-25.67,66.2,9.17
399,Vila Velha,75,BR,1572137664,74,-3.71,-38.6,80.6,10.29
400,Saint-Joseph,0,FR,1572137665,87,43.56,6.97,66.0,4.7
401,Hailey,90,US,1572137667,86,43.52,-114.32,33.8,9.17
402,Tessalit,10,ML,1572137668,13,20.2,1.01,74.08,12.17
403,Baykit,0,RU,1572137669,94,61.68,96.39,12.0,1.74
404,Havelock,40,US,1572137670,77,34.88,-76.9,71.6,4.29
405,Papara,75,BR,1572137671,74,-3.98,-38.73,80.6,10.29
406,Bluefields,78,NI,1572137672,96,12.01,-83.77,75.76,1.86
407,Tumbes,40,PE,1572137674,33,-3.57,-80.46,89.6,2.24
408,Ihosy,43,MG,1572137675,78,-22.4,46.13,65.57,9.69
409,Torbay,90,CA,1572137676,100,47.66,-52.73,43.0,9.17
410,Sao Filipe,60,CV,1572137677,88,14.9,-24.5,76.82,8.55
411,Kuala Sungai Baru,20,MY,1572137678,88,2.36,102.03,78.8,2.24
412,Moree,0,AU,1572137679,11,-29.46,149.84,78.8,10.29
413,Faanui,19,PF,1572137680,67,-16.48,-151.75,79.95,6.55
414,Traverse City,1,US,1572137682,61,44.76,-85.62,50.0,3.36
415,Baile Olanesti,0,RO,1572137683,86,45.2,24.23,41.0,1.34
416,Vanderhoof,0,CA,1572137684,63,54.02,-124.02,38.12,2.19
417,Morwell,53,AU,1572137685,68,-38.24,146.4,57.99,8.01
418,Belmonte,68,PT,1572137686,78,40.36,-7.35,54.0,3.42
419,Astana,75,KZ,1572137687,76,51.13,71.43,48.2,15.66
420,Hope Mills,75,US,1572137688,78,34.97,-78.95,73.99,9.17
421,Rome,0,IT,1572137495,77,41.89,12.48,64.0,6.93
422,Kampot,40,KH,1572137691,88,10.62,104.18,82.4,1.12
423,Coihaique,90,CL,1572137692,86,-45.58,-72.07,41.0,3.36
424,Minab,0,IR,1572137693,73,27.15,57.07,77.0,4.7
425,Vila,0,IT,1572137694,100,45.18,8.4,55.99,6.93
426,Maymyo,40,MM,1572137695,94,22.03,96.47,75.2,2.24
427,Namibe,87,AO,1572137166,70,-15.19,12.15,71.92,10.09
428,Alekseyevsk,78,RU,1572137698,95,57.84,108.35,11.25,5.28
429,Auki,100,NG,1572137699,71,12.18,6.51,76.73,7.0
430,Maitum,90,PH,1572137700,88,6.06,124.5,78.8,2.24
431,Makakilo City,75,US,1572137701,74,21.35,-158.09,87.8,8.05
432,Chilca,75,PE,1572137702,38,-13.22,-72.34,60.8,8.05
433,Predivinsk,79,RU,1572137703,97,57.07,93.44,18.39,4.38
434,Portree,95,GB,1572137705,85,57.41,-6.19,45.0,11.01
435,Zhangjiakou,0,CN,1572137706,40,40.77,114.88,34.25,1.95
436,Orotukan,100,RU,1572137707,88,62.26,151.67,27.09,2.13
437,Chhatak,94,BD,1572137708,97,25.03,91.67,72.54,4.16
438,Orange Cove,1,US,1572137709,30,36.62,-119.31,84.2,7.9
439,Cairns,40,AU,1572137701,54,-16.92,145.77,84.99,5.82
440,Birin,75,NP,1572137712,88,26.89,88.07,69.8,2.24
441,Betanzos,100,ES,1572137713,68,43.28,-8.21,66.99,10.29
442,Cabedelo,20,BR,1572137714,88,-6.97,-34.84,77.0,6.93
443,Cam Ranh,40,VN,1572137715,88,11.92,109.15,80.6,9.17
444,Kiunga,100,PG,1572137716,97,-6.12,141.3,75.11,0.67
445,Barquisimeto,44,VE,1572137620,76,10.07,-69.32,71.29,6.76
446,Ballitoville,90,ZA,1572137719,94,-29.54,31.21,71.6,3.36
447,Zhongshu,100,CN,1572137720,96,24.52,103.77,58.37,2.06
448,Yar-Sale,100,RU,1572137721,94,66.83,70.83,19.4,16.33
449,Springbok,14,ZA,1572137722,89,-29.67,17.88,44.8,5.01
450,Turayf,41,SA,1572137724,93,31.68,38.65,60.8,9.17
451,Cap-aux-Meules,75,CA,1572137725,52,47.38,-61.86,42.8,23.04
452,Lianran,75,CN,1572137726,93,24.92,102.47,59.0,11.18
453,Pangody,100,RU,1572137727,93,65.85,74.49,19.6,21.56
454,Garden City,1,US,1572137728,45,43.62,-116.24,46.4,16.11
455,Praia da Vitoria,75,PT,1572137729,93,38.73,-27.07,64.4,11.43
456,Paamiut,100,GL,1572137730,47,61.99,-49.67,35.33,7.81
457,Isabela,99,PH,1572137732,77,10.2,122.99,77.59,4.97
458,Avera,90,US,1572137733,100,33.19,-82.53,75.2,9.17
459,Tonantins,98,BR,1572137734,82,-2.86,-67.77,78.6,1.97
460,Kuliyapitiya,75,LK,1572137735,88,7.47,80.04,77.0,1.12
461,Monrovia,40,LR,1572137736,94,6.33,-10.8,75.2,6.87
462,Trebinje,0,HR,1572137737,71,42.71,18.35,55.4,2.24
463,Belaya Gora,90,RU,1572137738,88,68.54,146.19,-1.59,4.16
464,Airai,14,TL,1572137739,40,-8.93,125.41,79.7,5.08
465,Banda Aceh,100,ID,1572137703,92,5.56,95.32,73.33,1.57
466,Lompoc,1,US,1572137742,49,34.64,-120.46,73.0,5.82
467,Nyurba,100,RU,1572137743,91,63.29,118.35,17.76,7.07
468,Manadhoo,66,MV,1572137744,69,5.77,73.38,82.38,1.74
469,Ketchikan,20,US,1572137707,81,55.34,-131.65,44.6,18.34
470,Farafangana,100,MG,1572137746,82,-22.82,47.83,77.04,8.75
471,Maroua,86,CM,1572137747,70,10.6,14.33,77.79,3.62
472,Coahuayana,74,MX,1572137749,85,18.62,-100.35,75.52,1.34
473,Rize,75,TR,1572137750,82,41.02,40.52,62.6,5.82
474,Sankt Ingbert,100,DE,1572137751,82,49.28,7.12,57.99,11.41
475,Kununurra,51,AU,1572137752,38,-15.77,128.74,89.6,14.99
476,Johvi,100,EE,1572137753,74,59.36,27.41,47.23,18.88
477,Palana,25,RU,1572137754,71,59.08,159.95,29.66,3.15
478,Shakhovskaya,100,RU,1572137755,81,56.03,35.51,53.73,19.17
479,Bijie,100,CN,1572137757,97,27.3,105.3,44.46,4.25
480,Nukus,0,UZ,1572137758,60,42.46,59.61,39.2,2.24
481,Port Hardy,20,CA,1572136925,71,50.7,-127.42,51.8,4.7
482,Vila Franca do Campo,20,PT,1572137760,88,37.72,-25.43,66.2,9.17
483,Mbini,100,GQ,1572137761,85,1.58,9.62,78.67,13.13
484,Kimbe,62,PG,1572137762,83,-5.56,150.15,81.66,2.42
485,Ust-Barguzin,69,RU,1572137764,68,53.41,109.03,25.32,7.14
486,Bagaha,70,IN,1572137765,88,27.1,84.09,66.36,2.77
487,Niquelandia,62,BR,1572137769,61,-14.47,-48.46,76.71,1.59
488,Alenquer,62,BR,1572137770,94,-1.95,-54.74,78.8,3.36
489,Nanortalik,100,GL,1572137771,76,60.14,-45.24,36.09,9.15
490,Miri,100,NG,1572137772,82,10.31,9.75,73.8,5.61
491,Rankovce,0,MK,1572137774,86,42.17,22.12,42.01,2.28
492,Kandrian,73,PG,1572137775,83,-6.21,149.55,81.21,3.47
493,Minot,90,US,1572137776,69,48.23,-101.3,37.0,21.92
494,Jiangkou,65,CN,1572137777,74,30.7,117.56,57.09,2.3
495,Aykhal,90,RU,1572137778,84,65.95,111.51,3.2,6.71
496,Ust-Omchug,100,RU,1572137779,98,61.13,149.63,30.63,5.53
497,Singleton,0,AU,1572137780,28,-32.57,151.17,79.0,12.75
498,Port Hedland,3,AU,1572137781,31,-20.31,118.58,91.4,11.41
499,Noumea,75,NC,1572137783,51,-22.28,166.46,80.6,16.11
500,Puerto Escondido,90,MX,1572137784,65,15.86,-97.07,78.8,6.93
501,Maungatapere,9,NZ,1572137785,41,-35.76,174.21,79.0,7.0
502,Denizli,0,TR,1572137786,70,37.77,29.09,46.4,6.93
503,Praya,40,ID,1572137787,62,-8.71,116.27,84.2,9.17
504,Mersin,64,TR,1572137788,72,36.81,34.63,64.4,1.12
505,Coquimbo,20,CL,1572137789,82,-29.95,-71.34,55.4,5.82
506,Kuching,75,MY,1572137791,94,1.56,110.34,77.0,3.36
507,Bonavista,78,CA,1572137792,87,48.65,-53.11,39.99,5.01
508,Solnechnyy,96,RU,1572137793,84,50.72,136.64,36.79,2.17
509,Saint-Medard-en-Jalles,84,FR,1572137794,93,44.9,-0.72,57.2,5.82
510,Harnosand,0,SE,1572137795,100,62.63,17.94,34.0,4.7
511,Oromocto,1,CA,1572137796,82,45.85,-66.47,43.0,5.82
512,Severobaykalsk,38,RU,1572137797,65,55.65,109.32,25.27,14.61
513,Rio Gallegos,40,AR,1572137799,80,-51.62,-69.22,41.0,14.99
514,Geri,92,CN,1572137800,36,35.67,100.55,24.64,3.22
515,Aldan,100,RU,1572137801,80,58.61,125.39,18.1,8.48
516,Eureka,1,US,1572137772,58,40.8,-124.16,57.99,24.16
517,Orlik,100,PL,1572137803,76,53.95,17.74,55.4,10.29
518,Pangkalanbuun,99,ID,1572137804,93,-2.68,111.62,76.24,1.66
519,Adrar,62,DZ,1572137805,27,27.87,-0.29,62.6,8.05
520,Kjollefjord,94,NO,1572137807,75,70.95,27.35,23.65,2.33
521,Belgrade,0,RS,1572137808,93,44.82,20.46,48.2,4.45
522,Nabire,29,ID,1572137809,61,-3.36,135.5,86.63,0.58
523,Corrente,98,BR,1572137810,70,-17.45,-44.68,74.53,3.49
524,Erzin,40,TR,1572137811,49,36.95,36.2,68.0,8.05
525,Ottawa,40,CA,1572137614,77,45.42,-75.69,44.01,5.82
526,Franklin,40,US,1572137754,82,35.93,-86.87,70.0,13.87
527,Shar,86,NG,1572137815,88,7.3,8.73,72.57,1.74
528,Harindanga,75,IN,1572137816,94,22.04,88.32,71.6,5.39
529,Oktyabrskoye,75,RU,1572137817,92,56.73,85.44,30.99,13.42
530,Sao Felix do Xingu,65,BR,1572137818,67,-6.64,-51.99,78.44,3.6
531,Oistins,20,BB,1572137819,78,13.07,-59.53,80.6,9.17
532,Hamilton,90,CA,1572137534,93,43.26,-79.87,51.01,16.11
533,Prainha,36,BR,1572137822,77,-1.8,-53.48,78.64,3.44
534,Araouane,26,ML,1572137823,11,18.9,-3.53,78.04,13.94
535,Namikupa,31,MZ,1572137824,97,-10.84,39.63,70.18,2.98
536,Sioux Lookout,90,CA,1572137825,70,50.1,-91.92,48.2,6.93
537,Graham,1,US,1572137826,41,33.11,-98.59,64.4,3.36
538,Tateyama,75,JP,1572137827,87,36.66,137.31,61.0,2.24
539,Tual,43,ID,1572137829,74,-5.67,132.75,81.59,7.67
540,Sangar,28,RU,1572137830,76,63.92,127.47,12.99,9.33
541,Necochea,100,AR,1572137831,92,-38.55,-58.74,57.0,5.01
542,Yatou,75,CM,1572137832,100,3.63,9.81,77.0,2.24
543,Manavalakurichi,75,IN,1572137833,88,8.13,77.3,78.8,2.24
544,Toora-Khem,37,RU,1572137834,92,52.47,96.11,15.85,3.91
545,Nyrob,100,RU,1572137835,80,60.74,56.73,40.06,12.21
546,Miquelon,75,PM,1572137836,81,47.1,-56.38,44.6,9.17
547,Maragogi,1,BR,1572137838,81,-9.01,-35.22,78.69,14.79
548,Gizo,75,IL,1572137839,94,31.8,34.94,68.0,3.36
549,Salalah,92,OM,1572137840,61,17.01,54.1,77.0,2.24
550,Dudinka,75,RU,1572137841,92,69.41,86.18,17.6,15.66
551,Marawi,85,PH,1572137842,73,8.0,124.29,82.0,3.0
552,Kloulklubed,75,PW,1572137761,70,7.04,134.26,86.0,8.05
553,Urengoy,100,RU,1572137844,94,65.96,78.37,16.68,18.48
554,Alice Springs,93,AU,1572137846,22,-23.7,133.88,77.0,14.99
555,Calvinia,64,ZA,1572137847,86,-31.47,19.78,47.64,4.16
556,Nizhniy Odes,100,RU,1572137848,97,63.64,54.86,36.61,10.29
557,Saint-Augustin,75,CA,1572137849,69,45.63,-73.98,46.0,4.97
558,Aitape,68,PG,1572137850,70,-3.15,142.36,82.29,3.27
559,Nome,1,US,1572137851,77,30.04,-94.42,60.8,3.96
560,San Javier,1,BR,1572137852,74,-27.87,-55.13,73.99,3.94
561,Senanga,52,ZM,1572137854,43,-16.1,23.3,76.62,4.23
562,Ambikapur,98,IN,1572137855,89,23.12,83.2,65.95,3.98
563,Mopti,1,ML,1572137856,39,14.49,-4.19,82.4,6.93
564,Willowmore,65,ZA,1572137857,88,-33.3,23.49,52.07,5.14
565,Anadyr,0,RU,1572137858,84,64.73,177.51,3.2,8.95
566,Ternate,20,PH,1572137859,70,14.29,120.72,87.01,4.7
567,Faya,74,SA,1572137860,76,18.39,42.45,60.8,3.13
568,Manokwari,0,ID,1572137861,70,-0.87,134.08,79.59,4.9
569,Sapele,99,NG,1572137863,96,5.89,5.68,75.06,1.95
570,Tezu,100,IN,1572137864,98,27.93,96.16,64.71,2.55
571,Yabelo,49,ET,1572137865,83,4.89,38.09,63.91,7.47
572,Luwuk,33,ID,1572137866,77,-0.95,122.79,81.09,9.55
573,Kulhudhuffushi,89,MV,1572137867,72,6.62,73.07,81.86,3.71
574,Benghazi,0,LY,1572137868,55,32.12,20.07,73.02,6.93
575,Loreto,18,PY,1572137869,40,-23.27,-57.32,87.17,6.8
576,Thenzawl,97,IN,1572137871,99,23.28,92.78,64.85,2.39
